sample_step,avg_loss,time,lr,cond
160640,2.397899,1768483145.841,0.0002,Y
161280,2.387679,1768483167.538,0.0002,Y
161920,2.399266,1768483189.083,0.0002,Y
162560,2.447622,1768483211.460,0.0002,Y
163200,2.411010,1768483233.428,0.0002,Y
163840,2.440271,1768483255.494,0.0002,Y
164480,2.348874,1768483277.293,0.0002,Y
165120,2.398850,1768483299.415,0.0002,Y
165760,2.387154,1768483321.802,0.0002,Y
166400,2.392977,1768483344.664,0.0002,Y
167040,2.407881,1768483366.304,0.0002,Y
167680,2.407671,1768483388.728,0.0002,Y
168320,2.339996,1768483411.028,0.0002,Y
168960,2.340144,1768483432.728,0.0002,Y
169600,2.340970,1768483454.567,0.0002,Y
170240,2.373223,1768483476.916,0.0002,Y
170880,2.362265,1768483499.413,0.0002,Y
171520,2.308645,1768483521.255,0.0002,Y
172160,2.329141,1768483543.781,0.0002,Y
172800,2.352921,1768483565.416,0.0002,Y
173440,2.453723,1768483587.704,0.0002,Y
174080,2.317770,1768483609.702,0.0002,Y
174720,2.405123,1768483631.188,0.0002,Y
175360,2.364026,1768483652.969,0.0002,Y
176000,2.254309,1768483674.771,0.0002,Y
176640,2.361362,1768483696.241,0.0002,Y
177280,2.401398,1768483718.280,0.0002,Y
177920,2.390283,1768483740.725,0.0002,Y
178560,2.292333,1768483762.547,0.0002,Y
179200,2.331257,1768483785.049,0.0002,Y
179840,2.336271,1768483807.397,0.0002,Y
180480,2.347117,1768483829.146,0.0002,Y
181120,2.387967,1768483850.696,0.0002,Y
181760,2.290979,1768483873.020,0.0002,Y
182400,2.334252,1768483895.364,0.0002,Y
183040,2.350386,1768483917.402,0.0002,Y
183680,2.298179,1768483939.780,0.0002,Y
184320,2.293893,1768483961.540,0.0002,Y
184960,2.288475,1768483983.915,0.0002,Y
185600,2.292764,1768484006.237,0.0002,Y
186240,2.301164,1768484028.661,0.0002,Y
186880,2.272802,1768484050.652,0.0002,Y
187520,2.269264,1768484073.282,0.0002,Y
188160,2.289976,1768484095.242,0.0002,Y
188800,2.346885,1768484116.793,0.0002,Y
189440,2.283008,1768484139.090,0.0002,Y
190080,2.310508,1768484161.022,0.0002,Y
190720,2.307153,1768484182.469,0.0002,Y
191360,2.256789,1768484204.625,0.0002,Y
192000,2.327683,1768484226.783,0.0002,Y
192640,2.302371,1768484248.900,0.0002,Y
193280,2.287531,1768484270.488,0.0002,Y
193920,2.354592,1768484292.158,0.0002,Y
194560,2.228478,1768484314.258,0.0002,Y
195200,2.332956,1768484336.318,0.0002,Y
195840,2.274663,1768484358.106,0.0002,Y
196480,2.340363,1768484379.976,0.0002,Y
197120,2.264944,1768484401.982,0.0002,Y
197760,2.297189,1768484423.637,0.0002,Y
198400,2.318743,1768484445.709,0.0002,Y
199040,2.260977,1768484467.956,0.0002,Y
199680,2.277105,1768484490.004,0.0002,Y
200320,2.257355,1768484512.215,0.0002,Y
200960,2.211403,1768484534.348,0.0002,Y
201600,2.313433,1768484556.776,0.0002,Y
202240,2.274848,1768484579.039,0.0002,Y
202880,2.261222,1768484601.209,0.0002,Y
203520,2.268254,1768484622.828,0.0002,Y
204160,2.296915,1768484644.997,0.0002,Y
204800,2.223005,1768484667.095,0.0002,Y
205440,2.273394,1768484689.265,0.0002,Y
206080,2.254592,1768484710.947,0.0002,Y
206720,2.272201,1768484733.667,0.0002,Y
207360,2.274591,1768484755.091,0.0002,Y
208000,2.234767,1768484776.636,0.0002,Y
208640,2.190094,1768484798.729,0.0002,Y
209280,2.218033,1768484820.807,0.0002,Y
209920,2.258243,1768484842.814,0.0002,Y
210560,2.175271,1768484864.999,0.0002,Y
211200,2.296144,1768484886.690,0.0002,Y
