epoch,loss,recon,kl,atom_ce,prop_mse,kl_w
434,13.963908,3.277095,4.527965,0.358354,0.151898,0.8000
435,13.963155,3.277831,4.525039,0.358218,0.151412,0.8000
436,13.968230,3.279018,4.525136,0.358873,0.152195,0.8000
437,13.967064,3.277911,4.529114,0.358305,0.151735,0.8000
438,13.961514,3.277761,4.522118,0.358226,0.152312,0.8000
439,13.959176,3.277372,4.521613,0.358059,0.151711,0.8000
440,13.971889,3.279137,4.532215,0.357013,0.151694,0.8000
441,13.976618,3.280896,4.528759,0.358649,0.152273,0.8000
442,13.965425,3.277482,4.528381,0.357825,0.152448,0.8000
443,13.958289,3.276497,4.522578,0.358478,0.152257,0.8000
444,13.960006,3.276441,4.525014,0.358537,0.152136,0.8000
445,13.964999,3.278377,4.523543,0.358380,0.152652,0.8000
446,13.966752,3.278560,4.525929,0.358148,0.152182,0.8000
447,13.963602,3.277611,4.525114,0.359040,0.151639,0.8000
448,13.961823,3.277252,4.524390,0.358228,0.152328,0.8000
449,13.959455,3.276790,4.522720,0.358944,0.151965,0.8000
450,13.960113,3.276985,4.524649,0.357715,0.151724,0.8000
451,13.957669,3.277245,4.519293,0.358510,0.151991,0.8000
452,13.957836,3.276499,4.523524,0.357394,0.152125,0.8000
453,13.966181,3.277908,4.526212,0.358972,0.152517,0.8000
454,13.971873,3.278973,4.529516,0.358841,0.152500,0.8000
455,13.965300,3.277595,4.526858,0.358624,0.152406,0.8000
456,13.968321,3.277774,4.529855,0.359147,0.151968,0.8000
457,13.962856,3.277761,4.524278,0.358566,0.151585,0.8000
458,13.955887,3.277218,4.517417,0.358250,0.152050,0.8000
459,13.957669,3.276603,4.522736,0.357775,0.151897,0.8000
460,13.972233,3.279321,4.530382,0.357915,0.152050,0.8000
461,13.958234,3.276764,4.523062,0.357576,0.151916,0.8000
462,13.959389,3.277635,4.520226,0.358655,0.151649,0.8000
463,13.953977,3.276666,4.517730,0.357693,0.152102,0.8000
464,13.960333,3.276959,4.524865,0.356863,0.152700,0.8000
465,13.956368,3.276453,4.520653,0.358346,0.152141,0.8000
466,13.959180,3.277155,4.523513,0.357210,0.151694,0.8000
467,13.955371,3.275905,4.521948,0.358040,0.152059,0.8000
468,13.957648,3.277112,4.523610,0.356293,0.151131,0.8000
469,13.959326,3.276148,4.525149,0.358279,0.152483,0.8000
470,13.960678,3.277467,4.524459,0.356992,0.151718,0.8000
471,13.967596,3.278189,4.529773,0.356441,0.152768,0.8000
472,13.959374,3.277694,4.519643,0.358166,0.152413,0.8000
473,13.957874,3.275967,4.524471,0.358656,0.151741,0.8000
474,13.960680,3.277363,4.524560,0.356883,0.152060,0.8000
475,13.961175,3.276480,4.528063,0.357694,0.151589,0.8000
476,13.954211,3.275679,4.521970,0.357563,0.152036,0.8000
477,13.974386,3.278723,4.535084,0.357926,0.152223,0.8000
478,13.967577,3.278461,4.525771,0.358986,0.152592,0.8000
479,13.955470,3.275447,4.522497,0.358869,0.152262,0.8000
480,13.956453,3.275620,4.524777,0.357589,0.152182,0.8000
481,13.965195,3.277992,4.527010,0.357695,0.151917,0.8000
482,13.961496,3.277680,4.524077,0.358257,0.150937,0.8000
483,13.964067,3.277516,4.528513,0.357212,0.151498,0.8000
484,13.964809,3.277583,4.527627,0.357470,0.152487,0.8000
485,13.952790,3.274806,4.522579,0.357596,0.152712,0.8000
486,13.961257,3.277062,4.526432,0.356726,0.152199,0.8000
487,13.956650,3.275666,4.524179,0.358025,0.152284,0.8000
488,13.960210,3.276937,4.524650,0.357718,0.151960,0.8000
489,13.969916,3.278247,4.532847,0.356410,0.152489,0.8000
490,13.966104,3.277577,4.529130,0.357528,0.152541,0.8000
491,13.976949,3.280858,4.530238,0.357770,0.152415,0.8000
492,13.958927,3.277001,4.522097,0.358054,0.152191,0.8000
493,13.957260,3.276856,4.521237,0.357774,0.151928,0.8000
494,13.948828,3.274448,4.519969,0.357565,0.151946,0.8000
495,13.946789,3.273910,4.519416,0.357566,0.151958,0.8000
496,13.944036,3.273617,4.516676,0.358198,0.151646,0.8000
497,13.970145,3.277571,4.533887,0.357813,0.152508,0.8000
498,13.971957,3.278876,4.531751,0.357920,0.152007,0.8000
499,13.961219,3.277228,4.524717,0.357680,0.152081,0.8000
500,13.969995,3.278444,4.532151,0.357263,0.151681,0.8000
501,13.969717,3.278361,4.532179,0.356634,0.152259,0.8000
502,13.954433,3.275549,4.522750,0.358065,0.151520,0.8000
503,13.959971,3.276169,4.527455,0.357714,0.151785,0.8000
504,13.952506,3.274104,4.524933,0.357852,0.152395,0.8000
505,13.967715,3.277155,4.534528,0.357251,0.151377,0.8000
506,13.960857,3.276940,4.525123,0.357834,0.152105,0.8000
507,13.963520,3.277487,4.525535,0.358481,0.152150,0.8000
508,13.954602,3.276205,4.519166,0.358825,0.151829,0.8000
509,13.954855,3.275430,4.523649,0.357725,0.151920,0.8000
510,13.955387,3.275847,4.521608,0.358055,0.152503,0.8000
511,13.957995,3.276603,4.523790,0.357243,0.151911,0.8000
512,13.963555,3.277743,4.525825,0.357660,0.152006,0.8000
513,13.950199,3.274819,4.519709,0.357539,0.152437,0.8000
514,13.968308,3.277894,4.532218,0.356620,0.152230,0.8000
515,13.947095,3.274780,4.516037,0.357810,0.152115,0.8000
516,13.958852,3.275602,4.528842,0.357304,0.151670,0.8000
517,13.966638,3.278999,4.524124,0.358125,0.152219,0.8000
518,13.954474,3.275501,4.522760,0.357578,0.152185,0.8000
519,13.966603,3.277311,4.533064,0.356418,0.151801,0.8000
520,13.964669,3.276944,4.530906,0.357157,0.151957,0.8000
521,13.958505,3.276881,4.521492,0.358346,0.152322,0.8000
522,13.965038,3.277291,4.530289,0.356404,0.152528,0.8000
523,13.965613,3.277636,4.528667,0.357873,0.151897,0.8000
524,13.962433,3.276959,4.524997,0.357943,0.153616,0.8000
525,13.962378,3.277123,4.526964,0.357890,0.151547,0.8000
526,13.967224,3.277510,4.530744,0.357896,0.152202,0.8000
527,13.965768,3.277641,4.530278,0.357043,0.151578,0.8000
528,13.952530,3.276472,4.519307,0.355622,0.152046,0.8000
529,13.960550,3.276174,4.528548,0.357376,0.151813,0.8000
530,13.964772,3.277997,4.527041,0.357734,0.151415,0.8000
531,13.957208,3.276731,4.523280,0.356847,0.151544,0.8000
532,13.959049,3.275673,4.529866,0.356108,0.152029,0.8000
533,13.959869,3.277079,4.523728,0.357484,0.152166,0.8000
534,13.959927,3.275516,4.529988,0.357599,0.151790,0.8000
535,13.961275,3.276591,4.527459,0.357052,0.152482,0.8000
536,13.964321,3.277094,4.529862,0.357046,0.152102,0.8000
537,13.973539,3.278327,4.537565,0.356362,0.152144,0.8000
538,13.963684,3.277114,4.527926,0.357875,0.152127,0.8000
539,13.943689,3.273068,4.518589,0.356985,0.152631,0.8000
540,13.956530,3.276513,4.521537,0.357317,0.152445,0.8000
541,13.959724,3.277341,4.524216,0.356657,0.151670,0.8000
542,13.950947,3.274497,4.521638,0.358056,0.152089,0.8000
543,13.959381,3.276465,4.525587,0.358180,0.151337,0.8000
544,13.967391,3.277584,4.532567,0.356679,0.151908,0.8000
545,13.953756,3.275697,4.522738,0.356365,0.152109,0.8000
546,13.963887,3.277513,4.527675,0.356869,0.152340,0.8000
547,13.967206,3.277720,4.531524,0.357215,0.151613,0.8000
548,13.947663,3.273541,4.522047,0.357497,0.151905,0.8000
549,13.967357,3.276997,4.534169,0.356741,0.152292,0.8000
550,13.956400,3.275777,4.525182,0.356994,0.151930,0.8000
551,13.967040,3.278198,4.529244,0.356448,0.152603,0.8000
552,13.962247,3.277085,4.526308,0.357581,0.152363,0.8000
553,13.961276,3.276891,4.528334,0.355804,0.152133,0.8000
554,13.951004,3.274561,4.522373,0.357650,0.151773,0.8000
555,13.959688,3.276479,4.525791,0.357884,0.151735,0.8000
556,13.957765,3.276121,4.525928,0.357290,0.151368,0.8000
557,13.950760,3.275196,4.520148,0.356698,0.152355,0.8000
558,13.951876,3.274214,4.525360,0.357493,0.151453,0.8000
559,13.963630,3.276931,4.528913,0.357449,0.152258,0.8000
560,13.956863,3.275726,4.525128,0.357465,0.152117,0.8000
561,13.965129,3.277659,4.529067,0.356934,0.151964,0.8000
562,13.961942,3.276775,4.526272,0.358374,0.152225,0.8000
563,13.949753,3.274154,4.521650,0.357697,0.152273,0.8000
564,13.958812,3.276940,4.523659,0.357736,0.151329,0.8000
565,13.960266,3.276594,4.524872,0.358794,0.151792,0.8000
566,13.958304,3.277007,4.522465,0.357243,0.152068,0.8000
567,13.957314,3.275071,4.529166,0.356929,0.151839,0.8000
568,13.959361,3.275963,4.528332,0.357017,0.151789,0.8000
569,13.954510,3.275253,4.522232,0.358306,0.152660,0.8000
570,13.950409,3.274466,4.522241,0.357567,0.151652,0.8000
571,13.954856,3.275770,4.524015,0.356516,0.151818,0.8000
572,13.957353,3.275704,4.527523,0.356213,0.152011,0.8000
573,13.962689,3.277248,4.526403,0.357417,0.152406,0.8000
574,13.964690,3.277305,4.530197,0.356619,0.151999,0.8000
575,13.952288,3.274851,4.522662,0.357389,0.152216,0.8000
576,13.955806,3.275831,4.522866,0.358319,0.151701,0.8000
577,13.964660,3.277056,4.529823,0.357391,0.152244,0.8000
578,13.952832,3.274438,4.525273,0.357266,0.152035,0.8000
579,13.963297,3.277068,4.528974,0.357058,0.151856,0.8000
580,13.962207,3.277037,4.526735,0.357342,0.152367,0.8000
581,13.956801,3.275718,4.525240,0.357504,0.151953,0.8000
582,13.950140,3.275214,4.519441,0.357442,0.151505,0.8000
583,13.955351,3.275880,4.522561,0.357991,0.151671,0.8000
584,13.956603,3.275324,4.527894,0.356699,0.151616,0.8000
585,13.958013,3.275473,4.527899,0.357437,0.151837,0.8000
586,13.954514,3.274546,4.527532,0.356988,0.151863,0.8000
587,13.960371,3.276283,4.527569,0.357481,0.151985,0.8000
588,13.960513,3.276013,4.528229,0.357839,0.152050,0.8000
589,13.957332,3.275651,4.527041,0.357190,0.151556,0.8000
590,13.957366,3.275677,4.525289,0.358062,0.152042,0.8000
591,13.959534,3.275853,4.529856,0.356530,0.151561,0.8000
592,13.962461,3.276167,4.532789,0.356164,0.151563,0.8000
593,13.958168,3.274609,4.532244,0.356669,0.151878,0.8000
594,13.953924,3.274646,4.527341,0.355679,0.152435,0.8000
595,13.963892,3.277339,4.528270,0.357305,0.151952,0.8000
596,13.956053,3.275242,4.526511,0.356960,0.152158,0.8000
597,13.957186,3.276483,4.523154,0.356997,0.152217,0.8000
598,13.965531,3.276787,4.533315,0.357468,0.151051,0.8000
599,13.957019,3.274267,4.530527,0.357471,0.152326,0.8000
600,13.962432,3.276501,4.529528,0.356789,0.152517,0.8000
601,13.960072,3.276531,4.526109,0.357337,0.152255,0.8000
602,13.964798,3.276529,4.532089,0.357251,0.152288,0.8000
603,13.953838,3.274251,4.527573,0.357062,0.151964,0.8000
604,13.956441,3.275596,4.525453,0.356709,0.152581,0.8000
605,13.959736,3.276031,4.526564,0.357782,0.152612,0.8000
606,13.977663,3.278972,4.540951,0.356164,0.151822,0.8000
607,13.955474,3.275211,4.526721,0.356255,0.152209,0.8000
608,13.963460,3.277697,4.525164,0.357337,0.152900,0.8000
609,13.953075,3.275943,4.519615,0.357572,0.151982,0.8000
610,13.952342,3.274756,4.522955,0.357257,0.152454,0.8000
611,13.955022,3.275395,4.526472,0.356205,0.151454,0.8000
612,13.961744,3.276374,4.528456,0.357716,0.152142,0.8000
613,13.962214,3.276708,4.527384,0.357791,0.152391,0.8000
614,13.945937,3.274328,4.516062,0.358645,0.151458,0.8000
615,13.953226,3.275255,4.522092,0.357467,0.152322,0.8000
616,13.957764,3.276110,4.526453,0.356857,0.151414,0.8000
617,13.949327,3.273999,4.523961,0.356171,0.151991,0.8000
618,13.965040,3.278362,4.528160,0.355415,0.152011,0.8000
619,13.963989,3.276810,4.530638,0.357245,0.151804,0.8000
620,13.963915,3.276804,4.530428,0.356757,0.152402,0.8000
621,13.950026,3.273423,4.526682,0.356195,0.152215,0.8000
622,13.962337,3.276495,4.529859,0.356507,0.152457,0.8000
623,13.965483,3.277173,4.530838,0.357050,0.152245,0.8000
624,13.955608,3.274535,4.529213,0.356628,0.152005,0.8000
625,13.961075,3.276223,4.528762,0.357013,0.152384,0.8000
626,13.960644,3.275904,4.530404,0.356209,0.152400,0.8000
627,13.948977,3.274254,4.522762,0.356209,0.151795,0.8000
628,13.966921,3.278920,4.526295,0.357403,0.151723,0.8000
629,13.961134,3.275072,4.532288,0.357998,0.152090,0.8000
630,13.955036,3.274594,4.527334,0.357228,0.152160,0.8000
631,13.954269,3.274459,4.526165,0.357816,0.152144,0.8000
632,13.949654,3.274120,4.523051,0.357147,0.151707,0.8000
633,13.960338,3.274768,4.533689,0.357181,0.151901,0.8000
634,13.965876,3.276012,4.537493,0.356273,0.151573,0.8000
635,13.957154,3.275080,4.529980,0.355781,0.152148,0.8000
636,13.947193,3.273910,4.520125,0.357564,0.151798,0.8000
637,13.956115,3.274820,4.530179,0.355345,0.152166,0.8000
638,13.954618,3.274246,4.530393,0.356445,0.151120,0.8000
639,13.959854,3.275821,4.528165,0.357849,0.152010,0.8000
640,13.953588,3.274493,4.527150,0.356837,0.151551,0.8000
641,13.961392,3.275176,4.533400,0.356808,0.152334,0.8000
642,13.960492,3.275841,4.528738,0.357901,0.152077,0.8000
643,13.954887,3.275298,4.524849,0.357265,0.151850,0.8000
644,13.954245,3.274454,4.526448,0.358127,0.151598,0.8000
645,13.941046,3.272715,4.515396,0.358464,0.152119,0.8000
646,13.962148,3.276369,4.529614,0.356720,0.152628,0.8000
647,13.957112,3.275081,4.529282,0.356586,0.151859,0.8000
648,13.959644,3.275861,4.528654,0.356867,0.152270,0.8000
649,13.952993,3.274026,4.528895,0.355950,0.151850,0.8000
650,13.959374,3.275221,4.532694,0.356087,0.151469,0.8000
651,13.957910,3.276056,4.524794,0.358141,0.151765,0.8000
652,13.960812,3.276020,4.530516,0.356440,0.151900,0.8000
653,13.961924,3.276476,4.529384,0.357613,0.151375,0.8000
654,13.955114,3.275417,4.526975,0.355603,0.151678,0.8000
655,13.955919,3.274715,4.531078,0.355481,0.151429,0.8000
656,13.966717,3.277446,4.532838,0.356668,0.151439,0.8000
657,13.959761,3.275767,4.530927,0.355577,0.152142,0.8000
658,13.949985,3.273614,4.525323,0.356920,0.151965,0.8000
659,13.960818,3.275474,4.532541,0.356154,0.152208,0.8000
660,13.956229,3.275284,4.527421,0.356353,0.152085,0.8000
661,13.959243,3.274372,4.534514,0.356187,0.152329,0.8000
662,13.964800,3.276319,4.535078,0.356078,0.151703,0.8000
663,13.956099,3.274924,4.528466,0.356666,0.151889,0.8000
664,13.963352,3.277043,4.530461,0.356013,0.151841,0.8000
665,13.956257,3.275664,4.525370,0.356590,0.152378,0.8000
666,13.966702,3.277573,4.533449,0.355853,0.151372,0.8000
667,13.957866,3.275291,4.530897,0.355494,0.151782,0.8000
668,13.960690,3.275871,4.530604,0.356306,0.152288,0.8000
669,13.966497,3.275918,4.537658,0.356722,0.151894,0.8000
670,13.957961,3.275154,4.529572,0.356787,0.152055,0.8000
671,13.953010,3.274522,4.528295,0.355091,0.151716,0.8000
672,13.955317,3.274524,4.529381,0.356619,0.151621,0.8000
673,13.962229,3.275870,4.532991,0.356179,0.152046,0.8000
674,13.957547,3.275625,4.527309,0.356244,0.152582,0.8000
675,13.959466,3.275493,4.529164,0.357573,0.152082,0.8000
676,13.955869,3.274925,4.526767,0.356955,0.152724,0.8000
677,13.954852,3.274796,4.525613,0.357661,0.152313,0.8000
678,13.943163,3.273595,4.516078,0.357359,0.152155,0.8000
679,13.942211,3.272735,4.518566,0.356936,0.152218,0.8000
680,13.957187,3.275210,4.527497,0.357014,0.152546,0.8000
681,13.945639,3.273146,4.521486,0.356924,0.152087,0.8000
682,13.957105,3.274896,4.529200,0.356913,0.152145,0.8000
683,13.944076,3.272619,4.519755,0.358232,0.152182,0.8000
684,13.969508,3.276764,4.539843,0.355789,0.151553,0.8000
685,13.952258,3.273981,4.525883,0.357581,0.152027,0.8000
686,13.956359,3.276072,4.522382,0.357598,0.152639,0.8000
687,13.947750,3.273050,4.524798,0.356577,0.152184,0.8000
688,13.954449,3.274715,4.526066,0.356950,0.152500,0.8000
689,13.957358,3.274640,4.531019,0.356896,0.151726,0.8000
690,13.960866,3.276643,4.527905,0.356348,0.152264,0.8000
691,13.944406,3.271879,4.525057,0.356663,0.152058,0.8000
692,13.954526,3.274643,4.527761,0.356689,0.151700,0.8000
693,13.959778,3.275750,4.528945,0.357034,0.152336,0.8000
694,13.953915,3.274446,4.526742,0.357459,0.151726,0.8000
695,13.948506,3.273234,4.523774,0.357364,0.152420,0.8000
696,13.955460,3.274116,4.531674,0.355966,0.151806,0.8000
697,13.948577,3.272727,4.526106,0.356981,0.152530,0.8000
698,13.961843,3.276178,4.531189,0.356384,0.151974,0.8000
699,13.947225,3.273593,4.521061,0.357843,0.151753,0.8000
700,13.955179,3.274527,4.528779,0.356504,0.152071,0.8000
701,13.960234,3.276699,4.526940,0.356553,0.152032,0.8000
702,13.964779,3.276525,4.533524,0.355557,0.152828,0.8000
703,13.967086,3.277013,4.534988,0.356240,0.151818,0.8000
704,13.955097,3.274941,4.526214,0.357125,0.152179,0.8000
705,13.952302,3.273511,4.528804,0.356345,0.152380,0.8000
706,13.950926,3.274465,4.524009,0.356259,0.152066,0.8000
707,13.955977,3.274279,4.530877,0.356501,0.151937,0.8000
708,13.953531,3.274649,4.526650,0.356454,0.151810,0.8000
709,13.953706,3.274590,4.526428,0.356475,0.152320,0.8000
710,13.956552,3.274836,4.529781,0.356422,0.151795,0.8000
711,13.957243,3.274682,4.531328,0.355762,0.152371,0.8000
712,13.950415,3.274394,4.524192,0.356111,0.151767,0.8000
713,13.961832,3.276228,4.529327,0.357346,0.152340,0.8000
714,13.957237,3.275146,4.528860,0.356509,0.152202,0.8000
715,13.956346,3.275023,4.528488,0.356983,0.151503,0.8000
716,13.966772,3.276738,4.534615,0.356817,0.152048,0.8000
717,13.963476,3.276079,4.534457,0.356015,0.151657,0.8000
718,13.952994,3.274333,4.526898,0.356392,0.152086,0.8000
719,13.961136,3.275299,4.535300,0.354968,0.152033,0.8000
720,13.948861,3.273007,4.526720,0.356287,0.152175,0.8000
721,13.953359,3.275222,4.523983,0.356480,0.152027,0.8000
722,13.955152,3.273740,4.531049,0.357541,0.151552,0.8000
723,13.956755,3.274700,4.531224,0.355329,0.152346,0.8000
724,13.954360,3.274549,4.526811,0.357235,0.152029,0.8000
725,13.954149,3.273754,4.529157,0.357502,0.152060,0.8000
726,13.955037,3.274195,4.529596,0.356441,0.152334,0.8000
727,13.951213,3.273590,4.527208,0.356424,0.152252,0.8000
728,13.956315,3.275003,4.528508,0.356299,0.152200,0.8000
729,13.969439,3.277534,4.536061,0.355968,0.152019,0.8000
730,13.962484,3.274949,4.536080,0.356333,0.152440,0.8000
731,13.958845,3.276128,4.526542,0.356466,0.152762,0.8000
732,13.956293,3.275233,4.527505,0.356401,0.152189,0.8000
733,13.955434,3.275619,4.525198,0.356690,0.151729,0.8000
734,13.946225,3.273080,4.522380,0.357016,0.152066,0.8000
735,13.961624,3.276117,4.530849,0.356233,0.152362,0.8000
736,13.946674,3.272722,4.524662,0.356311,0.152468,0.8000
737,13.950912,3.274420,4.524152,0.356812,0.151519,0.8000
738,13.957255,3.275662,4.528805,0.355367,0.151858,0.8000
739,13.959903,3.274893,4.533254,0.356103,0.152518,0.8000
740,13.948911,3.274326,4.521816,0.356610,0.151871,0.8000
741,13.953378,3.273658,4.530664,0.355840,0.152034,0.8000
742,13.950492,3.273985,4.523121,0.357388,0.152652,0.8000
743,13.958028,3.274877,4.532542,0.355249,0.152115,0.8000
744,13.965582,3.277096,4.532717,0.356648,0.151474,0.8000
745,13.954313,3.275026,4.524556,0.357611,0.151980,0.8000
746,13.961416,3.274282,4.538072,0.355629,0.152481,0.8000
747,13.964645,3.276266,4.534209,0.356807,0.151673,0.8000
748,13.965832,3.276414,4.536026,0.355846,0.151924,0.8000
749,13.963304,3.274458,4.540604,0.355771,0.151675,0.8000
750,13.962379,3.275271,4.535384,0.356125,0.152135,0.8000
751,13.961228,3.276707,4.529321,0.355883,0.151768,0.8000
752,13.953594,3.274096,4.529242,0.356216,0.151696,0.8000
753,13.959850,3.275352,4.533649,0.354780,0.152094,0.8000
754,13.954385,3.273638,4.532539,0.355733,0.151706,0.8000
755,13.956655,3.274113,4.534735,0.354704,0.151823,0.8000
756,13.953352,3.274490,4.527501,0.355580,0.152302,0.8000
757,13.955225,3.274115,4.530426,0.356887,0.151653,0.8000
758,13.963744,3.276508,4.532846,0.355816,0.152126,0.8000
759,13.956914,3.274578,4.530587,0.356549,0.152160,0.8000
760,13.951824,3.272450,4.532594,0.356550,0.151849,0.8000
761,13.959334,3.274748,4.533244,0.356775,0.151721,0.8000
762,13.951312,3.273566,4.527297,0.356382,0.152397,0.8000
763,13.949571,3.272736,4.529364,0.355624,0.152247,0.8000
764,13.949596,3.274518,4.521566,0.356866,0.151921,0.8000
765,13.959899,3.275563,4.531246,0.356606,0.151609,0.8000
766,13.954889,3.274405,4.529971,0.356264,0.151433,0.8000
767,13.959365,3.274322,4.535327,0.355945,0.152192,0.8000
768,13.955655,3.273589,4.532890,0.356972,0.151604,0.8000
769,13.955750,3.273938,4.532455,0.355739,0.152233,0.8000
770,13.953358,3.273628,4.529980,0.356332,0.152157,0.8000
771,13.956900,3.274462,4.532397,0.355636,0.151960,0.8000
772,13.953837,3.274131,4.530222,0.354893,0.152373,0.8000
773,13.953892,3.274387,4.528093,0.356510,0.151746,0.8000
774,13.961837,3.276666,4.530094,0.356440,0.151325,0.8000
775,13.958907,3.275370,4.530774,0.356339,0.151839,0.8000
776,13.948538,3.273536,4.523921,0.356752,0.152040,0.8000
777,13.958562,3.275511,4.530436,0.356153,0.151526,0.8000
778,13.944538,3.271969,4.523108,0.357634,0.152511,0.8000
779,13.958344,3.274745,4.534646,0.354979,0.151414,0.8000
780,13.957886,3.275015,4.530271,0.356386,0.152239,0.8000
781,13.952381,3.275353,4.521732,0.357512,0.151426,0.8000
782,13.949380,3.272720,4.529594,0.355611,0.151933,0.8000
783,13.948417,3.273640,4.522093,0.357683,0.152140,0.8000
784,13.952276,3.274396,4.525846,0.356267,0.152145,0.8000
785,13.958135,3.274317,4.532458,0.357050,0.152167,0.8000
786,13.946409,3.273497,4.522415,0.355870,0.152118,0.8000
787,13.959770,3.275606,4.532495,0.355154,0.151803,0.8000
788,13.960692,3.275268,4.533745,0.355811,0.152081,0.8000
789,13.960834,3.275173,4.532614,0.357248,0.151975,0.8000
790,13.954651,3.274582,4.528584,0.356076,0.151961,0.8000
791,13.957562,3.275054,4.529817,0.356509,0.152035,0.8000
792,13.960145,3.275101,4.532759,0.357096,0.151539,0.8000
793,13.951232,3.273043,4.531167,0.354986,0.152183,0.8000
794,13.952646,3.274032,4.529060,0.355310,0.151992,0.8000
795,13.952862,3.274527,4.525553,0.356699,0.152140,0.8000
796,13.956874,3.274766,4.530555,0.356140,0.151992,0.8000
797,13.951521,3.275353,4.520701,0.356046,0.152856,0.8000
798,13.955035,3.274239,4.528947,0.356684,0.152477,0.8000
799,13.947899,3.273786,4.523521,0.356253,0.151471,0.8000
800,13.959380,3.275537,4.530892,0.356419,0.151637,0.8000
801,13.958677,3.275223,4.531292,0.355680,0.152293,0.8000
802,13.950716,3.273691,4.528704,0.354902,0.151777,0.8000
803,13.954597,3.273500,4.532931,0.355679,0.152074,0.8000
804,13.943826,3.272590,4.522798,0.356111,0.151707,0.8000
805,13.956101,3.273947,4.532319,0.356632,0.151772,0.8000
806,13.951432,3.273642,4.527838,0.356080,0.152153,0.8000
807,13.955847,3.273944,4.531945,0.355940,0.152518,0.8000
808,13.961781,3.275713,4.533195,0.356238,0.151846,0.8000
809,13.950395,3.273475,4.526797,0.356768,0.151764,0.8000
810,13.951793,3.273379,4.528422,0.357081,0.151838,0.8000
811,13.961222,3.276161,4.529350,0.357068,0.152192,0.8000
812,13.957316,3.274897,4.530650,0.355757,0.152350,0.8000
813,13.960492,3.276145,4.529673,0.356254,0.152064,0.8000
814,13.953846,3.273257,4.531993,0.356403,0.152077,0.8000
815,13.950362,3.272863,4.530437,0.355339,0.152083,0.8000
816,13.965542,3.276776,4.533389,0.356464,0.152037,0.8000
817,13.957363,3.274365,4.532099,0.356681,0.151909,0.8000
818,13.955489,3.274463,4.529535,0.357062,0.151409,0.8000
819,13.953354,3.273786,4.529429,0.356317,0.152135,0.8000
820,13.954042,3.274285,4.528114,0.356721,0.151975,0.8000
821,13.961390,3.275551,4.533239,0.356468,0.151677,0.8000
822,13.960437,3.274508,4.534312,0.356819,0.152644,0.8000
823,13.954341,3.274273,4.529668,0.355950,0.151838,0.8000
824,13.960577,3.275726,4.531204,0.356355,0.152081,0.8000
825,13.958178,3.274863,4.531437,0.356632,0.151805,0.8000
826,13.954229,3.274542,4.527915,0.355905,0.152366,0.8000
827,13.962435,3.276682,4.529940,0.356114,0.152324,0.8000
828,13.952325,3.273517,4.530221,0.355848,0.151751,0.8000
829,13.954697,3.273235,4.535637,0.354979,0.151502,0.8000
830,13.947967,3.274108,4.520803,0.356748,0.152251,0.8000
831,13.945651,3.272984,4.523663,0.355580,0.152189,0.8000
832,13.950973,3.273193,4.528900,0.356486,0.151789,0.8000
833,13.952954,3.274309,4.527669,0.355887,0.152005,0.8000
834,13.960347,3.275719,4.531686,0.356346,0.151496,0.8000
835,13.957518,3.275872,4.524988,0.357215,0.152697,0.8000
836,13.956953,3.274756,4.532379,0.354877,0.151905,0.8000
837,13.956293,3.274072,4.533593,0.355280,0.151922,0.8000
838,13.953726,3.273367,4.532899,0.355714,0.151591,0.8000
839,13.945562,3.272094,4.526186,0.356012,0.152321,0.8000
840,13.940738,3.271715,4.522635,0.355065,0.152419,0.8000
841,13.959247,3.275296,4.533116,0.355253,0.151613,0.8000
842,13.962178,3.275527,4.534194,0.356409,0.151833,0.8000
843,13.957931,3.274438,4.534218,0.355154,0.152090,0.8000
844,13.955959,3.274344,4.531265,0.355951,0.151965,0.8000
845,13.949492,3.273831,4.525564,0.356307,0.151242,0.8000
846,13.958157,3.275235,4.528588,0.357100,0.152480,0.8000
847,13.954732,3.274275,4.530097,0.356305,0.151524,0.8000
848,13.948132,3.272365,4.530211,0.354845,0.152024,0.8000
849,13.955001,3.274120,4.532621,0.354118,0.152425,0.8000
850,13.960107,3.274822,4.535140,0.355804,0.151727,0.8000
851,13.947477,3.273841,4.522510,0.355770,0.152174,0.8000
852,13.958231,3.273905,4.536027,0.355732,0.151962,0.8000
853,13.956550,3.274890,4.530130,0.355722,0.152054,0.8000
854,13.953235,3.273653,4.530733,0.355749,0.151940,0.8000
855,13.942171,3.272480,4.520359,0.356300,0.152145,0.8000
856,13.951946,3.274574,4.525701,0.355815,0.151849,0.8000
857,13.958352,3.276131,4.527923,0.356094,0.151527,0.8000
858,13.954676,3.273847,4.531023,0.356329,0.151986,0.8000
859,13.954851,3.274013,4.531342,0.355505,0.152232,0.8000
860,13.951782,3.273062,4.530531,0.356421,0.151749,0.8000
861,13.946392,3.272771,4.524523,0.357027,0.151432,0.8000
862,13.948069,3.273754,4.523350,0.356503,0.151624,0.8000
863,13.945115,3.271815,4.527863,0.355719,0.151660,0.8000
864,13.943085,3.271283,4.526891,0.355908,0.151815,0.8000
865,13.941236,3.271496,4.523011,0.356475,0.151863,0.8000
866,13.948023,3.272863,4.527500,0.355984,0.151450,0.8000
867,13.959754,3.274734,4.534730,0.356629,0.151139,0.8000
868,13.947815,3.272800,4.526259,0.356579,0.151828,0.8000
869,13.955747,3.274251,4.531081,0.355435,0.152693,0.8000
