epoch,loss,recon,kl,atom_ce,prop_mse,kl_w
434,12.061363,2.812909,3.840463,0.367503,0.182763,0.8000
435,12.068811,2.817204,3.834828,0.366422,0.182913,0.8000
436,12.064914,2.815013,3.838675,0.366152,0.182784,0.8000
437,12.054806,2.812295,3.836550,0.366178,0.182502,0.8000
438,12.066468,2.812923,3.848059,0.366591,0.182662,0.8000
439,12.061476,2.814465,3.835589,0.367113,0.182496,0.8000
440,12.057392,2.812541,3.838778,0.365801,0.182947,0.8000
441,12.062616,2.812997,3.843347,0.366082,0.182865,0.8000
442,12.048167,2.810560,3.834990,0.365977,0.182516,0.8000
443,12.057718,2.813245,3.835450,0.367137,0.182486,0.8000
444,12.060646,2.812787,3.841668,0.366347,0.182605,0.8000
445,12.072345,2.815368,3.847119,0.366100,0.182447,0.8000
446,12.047873,2.810237,3.835465,0.365980,0.182810,0.8000
447,12.053531,2.810446,3.841493,0.366530,0.182469,0.8000
448,12.056201,2.810355,3.844082,0.366776,0.183094,0.8000
449,12.052195,2.810869,3.839270,0.365317,0.182856,0.8000
450,12.058662,2.813248,3.838139,0.365814,0.182592,0.8000
451,12.050270,2.812104,3.831966,0.365736,0.182648,0.8000
452,12.073392,2.815791,3.846713,0.366216,0.182433,0.8000
453,12.061431,2.811277,3.849705,0.365212,0.182625,0.8000
454,12.059679,2.813189,3.840487,0.365173,0.182548,0.8000
455,12.057764,2.811918,3.840731,0.366734,0.182691,0.8000
456,12.049585,2.810194,3.837865,0.366405,0.182307,0.8000
457,12.058126,2.812379,3.840600,0.365473,0.183037,0.8000
458,12.050231,2.810095,3.839078,0.366096,0.182586,0.8000
459,12.056977,2.812482,3.838261,0.366218,0.182703,0.8000
460,12.053865,2.810807,3.840640,0.366020,0.182913,0.8000
461,12.061211,2.812296,3.845129,0.365688,0.182531,0.8000
462,12.055240,2.811864,3.839010,0.366010,0.182430,0.8000
463,12.050975,2.810272,3.838134,0.366899,0.182751,0.8000
464,12.057454,2.812299,3.841846,0.364477,0.182602,0.8000
465,12.063222,2.812526,3.847742,0.364824,0.182627,0.8000
466,12.044358,2.809226,3.837053,0.364961,0.182077,0.8000
467,12.061285,2.812369,3.846263,0.364526,0.182641,0.8000
468,12.064579,2.813614,3.844999,0.365171,0.182567,0.8000
469,12.064739,2.814614,3.842674,0.364479,0.182280,0.8000
470,12.053396,2.810994,3.841008,0.365271,0.182337,0.8000
471,12.045271,2.809614,3.836123,0.364861,0.182670,0.8000
472,12.062886,2.812287,3.848796,0.364244,0.182744,0.8000
473,12.057754,2.811525,3.846147,0.363997,0.182266,0.8000
474,12.048522,2.810430,3.837536,0.364648,0.182556,0.8000
475,12.043822,2.808839,3.836888,0.365500,0.182293,0.8000
476,12.064065,2.815007,3.839266,0.364995,0.182636,0.8000
477,12.056283,2.811993,3.840594,0.365023,0.182806,0.8000
478,12.046558,2.810505,3.833706,0.365608,0.182471,0.8000
479,12.057577,2.811274,3.843052,0.366292,0.183021,0.8000
480,12.049154,2.809881,3.838919,0.365911,0.182465,0.8000
481,12.053303,2.810247,3.843088,0.365234,0.182858,0.8000
482,12.055842,2.810889,3.844645,0.364891,0.182568,0.8000
483,12.056097,2.812013,3.842005,0.364291,0.182163,0.8000
484,12.053505,2.810874,3.841736,0.364853,0.182640,0.8000
485,12.056123,2.811574,3.842545,0.364780,0.182585,0.8000
486,12.057617,2.810474,3.848589,0.364334,0.182991,0.8000
487,12.065339,2.811642,3.853786,0.364600,0.182785,0.8000
488,12.052925,2.810552,3.842549,0.364504,0.182724,0.8000
489,12.067317,2.814434,3.845441,0.364776,0.182885,0.8000
490,12.059821,2.812089,3.846082,0.364346,0.182341,0.8000
491,12.060193,2.811715,3.846721,0.365189,0.182483,0.8000
492,12.041385,2.808495,3.835841,0.364722,0.182504,0.8000
493,12.053480,2.810658,3.841895,0.365019,0.182971,0.8000
494,12.062628,2.813004,3.845776,0.364775,0.182222,0.8000
495,12.063427,2.812815,3.847630,0.363960,0.182917,0.8000
496,12.059085,2.812188,3.842660,0.365428,0.182964,0.8000
497,12.050450,2.810640,3.839587,0.364187,0.182673,0.8000
498,12.036274,2.806465,3.836647,0.364783,0.182779,0.8000
499,12.053528,2.810464,3.844639,0.364140,0.182285,0.8000
500,12.059566,2.811204,3.847006,0.365680,0.182669,0.8000
501,12.060558,2.811482,3.848564,0.364900,0.182361,0.8000
502,12.054291,2.811040,3.839910,0.366337,0.182904,0.8000
503,12.044576,2.809065,3.838303,0.364182,0.182557,0.8000
504,12.060295,2.812037,3.847133,0.364049,0.182428,0.8000
505,12.049044,2.810044,3.839665,0.364893,0.182286,0.8000
506,12.042482,2.807503,3.841310,0.364401,0.182525,0.8000
507,12.051853,2.810359,3.841855,0.365041,0.182253,0.8000
508,12.052900,2.810195,3.845958,0.363151,0.182397,0.8000
509,12.050889,2.810726,3.838894,0.365104,0.182492,0.8000
510,12.059942,2.812484,3.844016,0.364358,0.182918,0.8000
511,12.044005,2.807998,3.840535,0.365159,0.182425,0.8000
512,12.055179,2.810257,3.846790,0.364842,0.182134,0.8000
513,12.054147,2.810592,3.845008,0.363998,0.182365,0.8000
514,12.057784,2.809876,3.852550,0.363780,0.182335,0.8000
515,12.048831,2.808560,3.845739,0.364283,0.182277,0.8000
516,12.045909,2.809929,3.836940,0.364039,0.182532,0.8000
517,12.058109,2.812269,3.843803,0.363921,0.182339,0.8000
518,12.045195,2.808463,3.841274,0.364185,0.182602,0.8000
519,12.054472,2.811189,3.842688,0.364286,0.182470,0.8000
520,12.048436,2.809613,3.842066,0.363906,0.182039,0.8000
521,12.065697,2.812093,3.853376,0.364205,0.182512,0.8000
522,12.044802,2.808176,3.842931,0.363539,0.182389,0.8000
523,12.053012,2.809591,3.848584,0.363261,0.182111,0.8000
524,12.044638,2.809477,3.837326,0.364065,0.182280,0.8000
525,12.050447,2.810429,3.841243,0.363697,0.182468,0.8000
526,12.059743,2.811980,3.846247,0.364245,0.182561,0.8000
527,12.049481,2.808869,3.845757,0.363857,0.182410,0.8000
528,12.045074,2.809128,3.838436,0.364377,0.182566,0.8000
529,12.055495,2.810527,3.846644,0.363936,0.182662,0.8000
530,12.059011,2.812025,3.845556,0.363736,0.182754,0.8000
531,12.048102,2.809175,3.842851,0.363893,0.182404,0.8000
532,12.068142,2.813526,3.852082,0.363261,0.182637,0.8000
533,12.060519,2.812582,3.845531,0.363853,0.182495,0.8000
534,12.059441,2.809518,3.855461,0.363846,0.182671,0.8000
535,12.046166,2.808639,3.843151,0.363461,0.182266,0.8000
536,12.054130,2.809513,3.849370,0.363585,0.182508,0.8000
537,12.047862,2.807103,3.851096,0.363122,0.182555,0.8000
538,12.053022,2.809586,3.848020,0.363289,0.182558,0.8000
539,12.064707,2.813384,3.847289,0.364060,0.182663,0.8000
540,12.058240,2.810240,3.852465,0.362942,0.182605,0.8000
541,12.050471,2.806981,3.855263,0.363010,0.182307,0.8000
542,12.055379,2.810117,3.848050,0.364197,0.182392,0.8000
543,12.051151,2.808612,3.848413,0.363946,0.182638,0.8000
544,12.052303,2.810156,3.845554,0.363044,0.182346,0.8000
545,12.045879,2.807569,3.846086,0.363633,0.182671,0.8000
546,12.056467,2.810108,3.849145,0.364384,0.182442,0.8000
547,12.056286,2.810212,3.849153,0.363456,0.182873,0.8000
548,12.056678,2.810422,3.848646,0.364220,0.182275,0.8000
549,12.053118,2.809906,3.846258,0.364137,0.182257,0.8000
550,12.054930,2.809457,3.850938,0.363521,0.182287,0.8000
551,12.051239,2.809023,3.846758,0.364339,0.182423,0.8000
552,12.056956,2.810206,3.851583,0.362780,0.182292,0.8000
553,12.050676,2.808469,3.849290,0.363483,0.182353,0.8000
554,12.044382,2.806983,3.845416,0.364624,0.182476,0.8000
555,12.058057,2.810587,3.850018,0.363756,0.182524,0.8000
556,12.045163,2.806250,3.849723,0.364134,0.182501,0.8000
557,12.061751,2.810361,3.855891,0.363432,0.182524,0.8000
558,12.057722,2.810274,3.850548,0.364324,0.182137,0.8000
559,12.047622,2.806074,3.855648,0.362733,0.182149,0.8000
560,12.048280,2.807859,3.848909,0.363063,0.182514,0.8000
561,12.058438,2.810636,3.849945,0.363733,0.182841,0.8000
562,12.043508,2.806792,3.845537,0.364143,0.182559,0.8000
563,12.056996,2.809728,3.851937,0.364071,0.182193,0.8000
564,12.047369,2.807841,3.848374,0.362671,0.182475,0.8000
565,12.042086,2.807294,3.842225,0.363930,0.182494,0.8000
566,12.049710,2.809468,3.843508,0.363477,0.183023,0.8000
567,12.051387,2.809619,3.846090,0.363504,0.182154,0.8000
568,12.067468,2.810706,3.862156,0.363280,0.182345,0.8000
569,12.035199,2.805231,3.841674,0.363828,0.182338,0.8000
570,12.043629,2.806880,3.847269,0.362535,0.182637,0.8000
571,12.054571,2.810845,3.845967,0.362510,0.182752,0.8000
572,12.054282,2.809199,3.851211,0.363069,0.182647,0.8000
573,12.049860,2.808209,3.849885,0.362603,0.182723,0.8000
574,12.051377,2.808349,3.851218,0.362793,0.182564,0.8000
575,12.047510,2.806958,3.850355,0.363775,0.182577,0.8000
576,12.057085,2.808917,3.856646,0.362580,0.182436,0.8000
577,12.056883,2.809796,3.853253,0.362489,0.182404,0.8000
578,12.058067,2.808937,3.857564,0.362453,0.182751,0.8000
579,12.049743,2.807621,3.851671,0.362978,0.182563,0.8000
580,12.046829,2.808036,3.844283,0.364225,0.183068,0.8000
581,12.052246,2.810064,3.844749,0.363852,0.182403,0.8000
582,12.041966,2.806356,3.846377,0.363369,0.182428,0.8000
583,12.035723,2.805684,3.841065,0.363052,0.182768,0.8000
584,12.052621,2.809369,3.846724,0.364188,0.182946,0.8000
585,12.043438,2.806192,3.851870,0.360969,0.182397,0.8000
586,12.048483,2.808167,3.847956,0.363134,0.182484,0.8000
587,12.049144,2.809443,3.844853,0.362435,0.182498,0.8000
588,12.050496,2.808064,3.852293,0.361907,0.182564,0.8000
589,12.046022,2.806962,3.849721,0.363233,0.182126,0.8000
590,12.041910,2.806492,3.845653,0.363054,0.182856,0.8000
591,12.049228,2.807214,3.854178,0.361803,0.182441,0.8000
592,12.044596,2.806696,3.849828,0.362554,0.182092,0.8000
593,12.045761,2.807022,3.850586,0.361923,0.182303,0.8000
594,12.043612,2.805605,3.851985,0.362928,0.182282,0.8000
595,12.041136,2.807110,3.843397,0.362494,0.182594,0.8000
596,12.061725,2.808819,3.863006,0.362015,0.182848,0.8000
597,12.046858,2.807098,3.850921,0.362353,0.182474,0.8000
598,12.066409,2.809527,3.865837,0.362711,0.182448,0.8000
599,12.042296,2.807235,3.844442,0.362968,0.182071,0.8000
600,12.040109,2.805437,3.848352,0.362835,0.182282,0.8000
601,12.060138,2.811136,3.851885,0.362316,0.182906,0.8000
602,12.053465,2.809605,3.848385,0.363530,0.182413,0.8000
603,12.055376,2.809445,3.852489,0.362437,0.182613,0.8000
604,12.050031,2.807265,3.853896,0.362590,0.182528,0.8000
605,12.050052,2.807377,3.852873,0.362939,0.182685,0.8000
606,12.051602,2.808379,3.852700,0.361514,0.182791,0.8000
607,12.054147,2.808389,3.855307,0.361941,0.182794,0.8000
608,12.057772,2.809083,3.857310,0.361980,0.182694,0.8000
609,12.057609,2.810547,3.849610,0.363470,0.182809,0.8000
610,12.041784,2.805400,3.852886,0.360949,0.182326,0.8000
611,12.060784,2.810440,3.854265,0.363346,0.182707,0.8000
612,12.050480,2.807756,3.852899,0.362458,0.182436,0.8000
613,12.048444,2.807398,3.852070,0.361891,0.182702,0.8000
614,12.055479,2.809887,3.852256,0.361419,0.182593,0.8000
615,12.056814,2.809108,3.855707,0.362538,0.182386,0.8000
616,12.050338,2.806787,3.855536,0.363058,0.182489,0.8000
617,12.047133,2.808393,3.845232,0.363012,0.182756,0.8000
618,12.043540,2.806897,3.846963,0.363034,0.182244,0.8000
619,12.043569,2.807327,3.845866,0.362231,0.182664,0.8000
620,12.053663,2.807552,3.857629,0.362149,0.182756,0.8000
621,12.048256,2.805991,3.856799,0.362108,0.182737,0.8000
622,12.053693,2.808986,3.852754,0.361791,0.182740,0.8000
623,12.051495,2.806424,3.860086,0.361470,0.182685,0.8000
624,12.046556,2.807690,3.849201,0.361623,0.182501,0.8000
625,12.048258,2.808213,3.849039,0.361785,0.182603,0.8000
626,12.049765,2.808853,3.848611,0.362182,0.182135,0.8000
627,12.052270,2.808551,3.852880,0.361597,0.182717,0.8000
628,12.059232,2.809981,3.855322,0.362895,0.182137,0.8000
629,12.039771,2.805843,3.846998,0.362287,0.182355,0.8000
630,12.047262,2.808602,3.846990,0.361439,0.182423,0.8000
631,12.048826,2.807269,3.852491,0.362598,0.182430,0.8000
632,12.029732,2.804508,3.838781,0.362379,0.182805,0.8000
633,12.047998,2.807276,3.852597,0.361775,0.182319,0.8000
634,12.065474,2.812280,3.855450,0.361915,0.182357,0.8000
635,12.053135,2.810384,3.846195,0.362712,0.182314,0.8000
636,12.053550,2.808142,3.855913,0.362146,0.182248,0.8000
637,12.039680,2.804553,3.852264,0.361673,0.182538,0.8000
638,12.055164,2.806965,3.862055,0.362517,0.182107,0.8000
639,12.047811,2.806717,3.853488,0.362307,0.182564,0.8000
640,12.054291,2.808554,3.855281,0.362151,0.182253,0.8000
641,12.063612,2.810949,3.858878,0.361570,0.182091,0.8000
642,12.050674,2.807053,3.856886,0.361670,0.182336,0.8000
643,12.052010,2.807693,3.855419,0.362175,0.182421,0.8000
644,12.037741,2.806409,3.842318,0.362276,0.182383,0.8000
645,12.049630,2.807525,3.852951,0.362453,0.182240,0.8000
646,12.045786,2.806576,3.852069,0.362175,0.182228,0.8000
647,12.054765,2.808559,3.854657,0.362784,0.182577,0.8000
648,12.049275,2.806525,3.856713,0.361750,0.182579,0.8000
649,12.046454,2.806539,3.852675,0.362549,0.182146,0.8000
650,12.045958,2.807003,3.849193,0.363147,0.182448,0.8000
651,12.060482,2.809178,3.859235,0.363152,0.182409,0.8000
652,12.054016,2.806695,3.862087,0.361426,0.182836,0.8000
653,12.050454,2.808030,3.851612,0.362921,0.182155,0.8000
654,12.046552,2.805915,3.854747,0.362358,0.182651,0.8000
655,12.054501,2.807511,3.860297,0.361130,0.182601,0.8000
656,12.045772,2.806392,3.852294,0.362294,0.182468,0.8000
657,12.047391,2.805819,3.856970,0.362219,0.182138,0.8000
658,12.052155,2.807363,3.857919,0.361490,0.182243,0.8000
659,12.051726,2.809127,3.848891,0.362711,0.182520,0.8000
660,12.031478,2.804086,3.842498,0.362514,0.182706,0.8000
661,12.038752,2.805095,3.847394,0.362833,0.182719,0.8000
662,12.046980,2.807318,3.850459,0.362268,0.182391,0.8000
663,12.048586,2.807156,3.852534,0.362564,0.182526,0.8000
664,12.047696,2.807050,3.851792,0.362420,0.182692,0.8000
665,12.036960,2.803818,3.849076,0.363652,0.182593,0.8000
666,12.054688,2.808004,3.857488,0.362205,0.182479,0.8000
667,12.053015,2.807073,3.858575,0.362342,0.182593,0.8000
668,12.042216,2.804572,3.856554,0.360921,0.182337,0.8000
669,12.058004,2.808408,3.859528,0.362305,0.182852,0.8000
670,12.046202,2.807172,3.851509,0.360754,0.182726,0.8000
671,12.043730,2.805115,3.855369,0.361413,0.182676,0.8000
672,12.047740,2.807181,3.852271,0.361592,0.182787,0.8000
673,12.049891,2.807122,3.854988,0.361814,0.182720,0.8000
674,12.053465,2.807173,3.859745,0.361641,0.182511,0.8000
675,12.047858,2.806008,3.855776,0.362473,0.182742,0.8000
676,12.055598,2.809917,3.851877,0.361903,0.182442,0.8000
677,12.058547,2.809192,3.857843,0.362228,0.182471,0.8000
678,12.043630,2.806398,3.850302,0.361842,0.182353,0.8000
679,12.048721,2.806531,3.856109,0.361521,0.182719,0.8000
680,12.044662,2.806734,3.849476,0.362259,0.182620,0.8000
681,12.040552,2.803829,3.855592,0.362002,0.182589,0.8000
682,12.056732,2.808615,3.858983,0.361310,0.182389,0.8000
683,12.042186,2.805585,3.851283,0.362193,0.182211,0.8000
684,12.037660,2.803908,3.850203,0.363422,0.182352,0.8000
685,12.060363,2.810225,3.854218,0.363775,0.182538,0.8000
686,12.039005,2.804269,3.851395,0.362578,0.182502,0.8000
687,12.046631,2.806687,3.850248,0.363866,0.182507,0.8000
688,12.047882,2.806779,3.852537,0.362881,0.182634,0.8000
689,12.043248,2.804640,3.856973,0.361291,0.182460,0.8000
690,12.040451,2.805089,3.853075,0.360585,0.182137,0.8000
691,12.038574,2.805054,3.848597,0.362414,0.182121,0.8000
692,12.043925,2.806639,3.848934,0.362467,0.182394,0.8000
693,12.036099,2.801803,3.857648,0.361743,0.182828,0.8000
694,12.051208,2.808012,3.852832,0.362367,0.182539,0.8000
695,12.040384,2.804733,3.852576,0.361451,0.182673,0.8000
696,12.045677,2.806273,3.852346,0.362073,0.182909,0.8000
697,12.033956,2.804861,3.843309,0.362242,0.182484,0.8000
698,12.044601,2.805396,3.854603,0.361927,0.182803,0.8000
699,12.044657,2.805180,3.857304,0.361045,0.182230,0.8000
700,12.043162,2.806374,3.848572,0.362244,0.182938,0.8000
701,12.051374,2.806646,3.858298,0.362380,0.182418,0.8000
702,12.043669,2.805016,3.855653,0.361479,0.182619,0.8000
703,12.046144,2.805935,3.855276,0.361759,0.182359,0.8000
704,12.050300,2.805806,3.863165,0.360026,0.182325,0.8000
705,12.057950,2.809180,3.856793,0.362025,0.182952,0.8000
706,12.041064,2.804632,3.852541,0.362296,0.182837,0.8000
707,12.050065,2.807053,3.855297,0.361731,0.182939,0.8000
708,12.045085,2.804599,3.858723,0.362103,0.182206,0.8000
709,12.053159,2.806829,3.860868,0.361647,0.182331,0.8000
710,12.045415,2.805460,3.854909,0.362338,0.182769,0.8000
711,12.048986,2.806898,3.853666,0.362631,0.182729,0.8000
712,12.050417,2.807220,3.855512,0.361863,0.182485,0.8000
713,12.049825,2.805772,3.858377,0.363451,0.182358,0.8000
714,12.053190,2.809094,3.851349,0.362412,0.182418,0.8000
715,12.048749,2.806407,3.858521,0.360463,0.182249,0.8000
716,12.054590,2.806883,3.861699,0.362002,0.182579,0.8000
717,12.044680,2.804507,3.858814,0.361574,0.182532,0.8000
718,12.027869,2.800940,3.850762,0.361669,0.182771,0.8000
719,12.041907,2.804578,3.855385,0.361367,0.182498,0.8000
720,12.047279,2.804750,3.861455,0.361466,0.182401,0.8000
721,12.035879,2.803175,3.852057,0.362328,0.182379,0.8000
722,12.045975,2.805212,3.857551,0.361542,0.182755,0.8000
723,12.045072,2.805862,3.855095,0.361231,0.182180,0.8000
724,12.041461,2.805417,3.851253,0.361762,0.182446,0.8000
725,12.044871,2.806043,3.852267,0.362335,0.182594,0.8000
726,12.050630,2.807027,3.855770,0.362285,0.182646,0.8000
727,12.044576,2.805362,3.854601,0.362201,0.182609,0.8000
728,12.047165,2.805206,3.859701,0.360949,0.182837,0.8000
729,12.043939,2.804692,3.855955,0.362323,0.182776,0.8000
730,12.040599,2.803766,3.856513,0.361414,0.182678,0.8000
731,12.047514,2.806043,3.857949,0.360691,0.182335,0.8000
732,12.054785,2.806341,3.864338,0.361758,0.182534,0.8000
733,12.030380,2.802626,3.848067,0.361698,0.182351,0.8000
734,12.042577,2.804499,3.856307,0.361775,0.182258,0.8000
735,12.046038,2.804257,3.862708,0.361037,0.182065,0.8000
736,12.054973,2.808891,3.855590,0.361209,0.182618,0.8000
737,12.039204,2.802965,3.857075,0.361727,0.182921,0.8000
738,12.040206,2.805503,3.848646,0.361754,0.183027,0.8000
739,12.039913,2.804110,3.852200,0.362741,0.183081,0.8000
740,12.052410,2.808109,3.856432,0.360484,0.182454,0.8000
741,12.054629,2.807224,3.861025,0.361906,0.182232,0.8000
742,12.049985,2.805656,3.860619,0.362045,0.182477,0.8000
743,12.050372,2.805981,3.860277,0.361625,0.182583,0.8000
744,12.046094,2.805181,3.859719,0.360013,0.182761,0.8000
745,12.042265,2.804697,3.855291,0.361456,0.182483,0.8000
746,12.053661,2.806918,3.862112,0.361225,0.181992,0.8000
747,12.047066,2.805185,3.859294,0.361439,0.182637,0.8000
748,12.058701,2.807765,3.863770,0.361834,0.182556,0.8000
749,12.045599,2.805674,3.857676,0.360287,0.182149,0.8000
750,12.044825,2.803611,3.862089,0.361842,0.182481,0.8000
751,12.049506,2.805709,3.860699,0.361177,0.182643,0.8000
752,12.048763,2.805137,3.861284,0.362014,0.182312,0.8000
753,12.033989,2.802916,3.851239,0.361938,0.182312,0.8000
754,12.035853,2.803016,3.852336,0.362198,0.182738,0.8000
755,12.043173,2.804796,3.855563,0.361203,0.183131,0.8000
756,12.047753,2.806124,3.855752,0.361592,0.183186,0.8000
757,12.044252,2.805263,3.854537,0.362492,0.182340,0.8000
758,12.046392,2.805254,3.859125,0.360730,0.182600,0.8000
759,12.044342,2.805218,3.854592,0.362239,0.182775,0.8000
760,12.046281,2.805583,3.856524,0.361422,0.182890,0.8000
761,12.045772,2.806386,3.851672,0.362596,0.182681,0.8000
762,12.042404,2.803664,3.858109,0.361978,0.182946,0.8000
763,12.048567,2.805174,3.860893,0.361854,0.182477,0.8000
764,12.043107,2.805637,3.851925,0.362202,0.182454,0.8000
765,12.040503,2.804533,3.852825,0.361804,0.182839,0.8000
766,12.047963,2.806381,3.856049,0.361748,0.182233,0.8000
767,12.057908,2.809257,3.858320,0.361123,0.182358,0.8000
768,12.052756,2.806815,3.860417,0.361577,0.182400,0.8000
769,12.047381,2.806321,3.855753,0.361079,0.182736,0.8000
770,12.049708,2.806382,3.857832,0.361806,0.182491,0.8000
771,12.047852,2.804660,3.861330,0.362272,0.182538,0.8000
772,12.051352,2.806472,3.857945,0.363039,0.182542,0.8000
773,12.054658,2.805818,3.866169,0.361422,0.182848,0.8000
774,12.042207,2.803010,3.859426,0.363215,0.182422,0.8000
775,12.046648,2.806079,3.855466,0.361387,0.182652,0.8000
776,12.061847,2.808185,3.868637,0.359938,0.182444,0.8000
777,12.037011,2.802720,3.854954,0.361999,0.182890,0.8000
778,12.035636,2.804191,3.847332,0.362565,0.182631,0.8000
779,12.036442,2.802412,3.855346,0.362554,0.182377,0.8000
780,12.046179,2.804888,3.859174,0.361626,0.182551,0.8000
781,12.044620,2.804138,3.859860,0.361970,0.182349,0.8000
782,12.045753,2.805894,3.854192,0.362294,0.182424,0.8000
783,12.039902,2.803052,3.858124,0.362027,0.182221,0.8000
784,12.058354,2.807158,3.866786,0.361100,0.182352,0.8000
785,12.046745,2.805800,3.856700,0.361482,0.182502,0.8000
786,12.044816,2.805736,3.853985,0.361668,0.182751,0.8000
787,12.044709,2.805111,3.857186,0.361127,0.182501,0.8000
788,12.046253,2.806365,3.854398,0.361127,0.182513,0.8000
789,12.034508,2.803752,3.849348,0.361290,0.182484,0.8000
790,12.042208,2.805205,3.851853,0.362453,0.182657,0.8000
791,12.037798,2.803182,3.854137,0.362316,0.182626,0.8000
792,12.044009,2.804926,3.855788,0.361548,0.183053,0.8000
793,12.048156,2.804321,3.866120,0.359952,0.182346,0.8000
794,12.046702,2.805540,3.857677,0.361603,0.182337,0.8000
795,12.036766,2.804541,3.847078,0.362643,0.182836,0.8000
796,12.035605,2.802044,3.853868,0.363605,0.182773,0.8000
797,12.048318,2.804685,3.862635,0.362142,0.182015,0.8000
798,12.046113,2.803971,3.862936,0.361798,0.182054,0.8000
799,12.038469,2.802902,3.856607,0.362180,0.182296,0.8000
800,12.036003,2.803011,3.853425,0.361793,0.182438,0.8000
801,12.042247,2.802429,3.864894,0.360659,0.182386,0.8000
802,12.041730,2.803630,3.858985,0.361197,0.182454,0.8000
803,12.046941,2.805538,3.857318,0.362108,0.182364,0.8000
804,12.044431,2.804583,3.857876,0.362185,0.182195,0.8000
805,12.040239,2.804281,3.853672,0.361981,0.182477,0.8000
806,12.043350,2.805456,3.851303,0.362994,0.182946,0.8000
807,12.035034,2.802812,3.853776,0.361401,0.182176,0.8000
808,12.047425,2.804686,3.863027,0.360715,0.182232,0.8000
809,12.040749,2.803878,3.856115,0.361572,0.182650,0.8000
810,12.045988,2.805550,3.856404,0.361411,0.182805,0.8000
811,12.048592,2.805585,3.859037,0.362051,0.182557,0.8000
812,12.043560,2.804379,3.859374,0.360154,0.182769,0.8000
813,12.036245,2.803656,3.851960,0.361320,0.182387,0.8000
814,12.044099,2.804783,3.857614,0.361540,0.182120,0.8000
815,12.049268,2.805650,3.860158,0.361613,0.182579,0.8000
816,12.048132,2.805053,3.861157,0.362009,0.182038,0.8000
817,12.053657,2.805804,3.864546,0.362082,0.182526,0.8000
818,12.051669,2.805610,3.863140,0.361887,0.182440,0.8000
819,12.045909,2.804923,3.858501,0.362098,0.182240,0.8000
820,12.045982,2.805504,3.858064,0.360988,0.182030,0.8000
821,12.041707,2.804198,3.856381,0.361508,0.182500,0.8000
822,12.028868,2.801368,3.849373,0.362570,0.182697,0.8000
823,12.039265,2.802932,3.857696,0.361797,0.182514,0.8000
824,12.033787,2.801320,3.858744,0.360382,0.182450,0.8000
825,12.045062,2.805644,3.853700,0.362486,0.182686,0.8000
826,12.044833,2.805636,3.853320,0.362148,0.183122,0.8000
827,12.057079,2.806910,3.865239,0.361698,0.182461,0.8000
828,12.036212,2.801948,3.858579,0.361031,0.182472,0.8000
829,12.039866,2.803597,3.855757,0.361860,0.182610,0.8000
830,12.049504,2.805420,3.863096,0.360014,0.182754,0.8000
831,12.044146,2.803559,3.861386,0.361902,0.182459,0.8000
832,12.040298,2.801354,3.866215,0.360810,0.182456,0.8000
833,12.044617,2.805379,3.855536,0.361169,0.182882,0.8000
834,12.038520,2.803421,3.854774,0.361555,0.182883,0.8000
835,12.030809,2.801659,3.852851,0.360909,0.182643,0.8000
836,12.050132,2.804942,3.864968,0.361080,0.182250,0.8000
837,12.042140,2.804302,3.856943,0.361532,0.182147,0.8000
838,12.048581,2.805869,3.857601,0.362427,0.182466,0.8000
839,12.049340,2.805519,3.859723,0.362076,0.182930,0.8000
840,12.043942,2.804150,3.858898,0.361764,0.182612,0.8000
841,12.040424,2.802642,3.860095,0.361900,0.182522,0.8000
842,12.054950,2.806107,3.864414,0.362612,0.182485,0.8000
843,12.047650,2.804963,3.860228,0.362277,0.182301,0.8000
844,12.046725,2.804394,3.860792,0.362450,0.182460,0.8000
845,12.037864,2.804474,3.849969,0.361618,0.182848,0.8000
846,12.040909,2.802712,3.862453,0.360511,0.182300,0.8000
847,12.046270,2.805257,3.858930,0.360480,0.182874,0.8000
848,12.036642,2.801226,3.861658,0.361310,0.182326,0.8000
849,12.046603,2.803999,3.863994,0.360947,0.182463,0.8000
850,12.031798,2.801098,3.855076,0.361635,0.182809,0.8000
851,12.059310,2.806793,3.869132,0.361133,0.182493,0.8000
852,12.042560,2.803468,3.860900,0.360983,0.182453,0.8000
853,12.048678,2.805966,3.859053,0.360696,0.182841,0.8000
854,12.053947,2.806105,3.864620,0.360913,0.183022,0.8000
855,12.032548,2.801328,3.855637,0.361562,0.182493,0.8000
856,12.038996,2.801787,3.861634,0.361957,0.182371,0.8000
857,12.044114,2.803804,3.860745,0.361587,0.182521,0.8000
858,12.039663,2.803161,3.858869,0.360690,0.182394,0.8000
859,12.049951,2.804571,3.865906,0.360932,0.182581,0.8000
860,12.044799,2.803742,3.861742,0.361313,0.182867,0.8000
861,12.054688,2.804190,3.871631,0.361955,0.182857,0.8000
862,12.053075,2.804312,3.870617,0.361229,0.182417,0.8000
863,12.037895,2.801538,3.860502,0.362052,0.182826,0.8000
864,12.037631,2.802046,3.859686,0.361435,0.182310,0.8000
865,12.038575,2.801862,3.861940,0.360859,0.182579,0.8000
866,12.043793,2.803251,3.863187,0.360903,0.182587,0.8000
867,12.047472,2.804480,3.862765,0.361307,0.182515,0.8000
868,12.041044,2.801984,3.864913,0.360218,0.182945,0.8000
869,12.041261,2.803142,3.859550,0.361204,0.182991,0.8000
